time,ice_free,new_young,thin_FY,medium_FY,thick_FY,multiyear
2024-03-07,235932.10286866382,89543.76198387374,20781.46947771162,0.0,0.0,0.0
2024-03-08,219620.76300678914,99631.15609590278,27005.415227557252,0.0,0.0,0.0
2024-03-09,204589.1340937373,105095.90988125217,36572.29035525973,0.0,0.0,0.0
2024-03-10,193037.40321189316,108944.22620484588,44275.70491351011,0.0,0.0,0.0
2024-03-11,178222.33619627834,115103.14543802661,52931.852695944246,0.0,0.0,0.0
2024-03-12,165475.33201043573,121908.7687393057,58873.23358050774,0.0,0.0,0.0
2024-03-13,156364.6613188694,126842.81229484186,63049.86071653789,0.0,0.0,0.0
2024-03-14,148537.98018515063,140648.18852316032,57071.16562193824,0.0,0.0,0.0
2024-03-15,138998.54935299532,161341.62630650302,45917.15867075082,0.0,0.0,0.0
2024-03-16,138272.2194376238,161858.71449296252,45729.559423525214,396.84097613760815,0.0,0.0
2024-03-17,138272.2194376238,169529.87769090972,37926.72111964137,528.5160820742497,0.0,0.0
2024-03-18,145372.49722208155,177669.55700887673,23215.280099290903,0.0,0.0,0.0
2024-03-19,155281.96765200992,171205.28682161376,19770.0798566255,0.0,0.0,0.0
2024-03-20,164252.75478562654,163873.5068383659,18131.07270625673,0.0,0.0,0.0
2024-03-21,184200.4775493181,147196.3545158751,14860.50226505594,0.0,0.0,0.0
2024-03-22,206207.10172388292,125654.04721099613,14396.185395370136,0.0,0.0,0.0
2024-03-23,212482.00581380067,116778.41257910577,16996.915937342696,0.0,0.0,0.0
2024-03-24,214281.05266642728,114147.0559768824,17829.225686939477,0.0,0.0,0.0
2024-03-25,214538.38648474036,116233.1468431131,15485.801002395694,0.0,0.0,0.0
2024-03-26,211765.56604063185,119777.82866275645,14713.939626860862,0.0,0.0,0.0
2024-03-27,210766.63804000494,121081.42760994172,14409.26868030252,0.0,0.0,0.0
2024-03-28,209123.97725100137,122225.31291148515,14908.044167762666,0.0,0.0,0.0
2024-03-29,205004.9566273053,123753.8066453423,17498.571057601548,0.0,0.0,0.0
2024-03-30,201955.64178794465,129346.09403530219,14955.598507002345,0.0,0.0,0.0
2024-03-31,201740.59972453493,130438.45844563068,14078.276160083562,0.0,0.0,0.0
2024-04-01,200709.27822458436,132847.46939107968,12700.586714585139,0.0,0.0,0.0
